Estudiante,Región,Nivel,Grado,Institución Educativa,Ambito,Sexo,R Producción de textos,Año,ANALISIS,PADD-R,ID IE,ID2,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Año.1,#
3587,79. Huancavelica,Secundaria,4 Secundaria,JORGE CHAVEZ,Rural,Masculino,Inicio,2022,SOLO LINEA BASE,SOLO 2023,Jorge Chavez,JORGE CHAVEZ4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
3588,79. Huancavelica,Secundaria,4 Secundaria,JORGE CHAVEZ,Rural,Masculino,Inicio,2022,SOLO LINEA BASE,SOLO 2023,Jorge Chavez,JORGE CHAVEZ4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
3589,79. Huancavelica,Secundaria,4 Secundaria,JORGE CHAVEZ,Rural,Masculino,Proceso,2022,SOLO LINEA BASE,SOLO 2023,Jorge Chavez,JORGE CHAVEZ4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
3590,79. Huancavelica,Secundaria,4 Secundaria,JORGE CHAVEZ,Rural,Femenino,Inicio,2022,SOLO LINEA BASE,SOLO 2023,Jorge Chavez,JORGE CHAVEZ4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
3591,79. Huancavelica,Secundaria,4 Secundaria,JORGE CHAVEZ,Rural,Masculino,Inicio,2022,SOLO LINEA BASE,SOLO 2023,Jorge Chavez,JORGE CHAVEZ4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
3592,79. Huancavelica,Secundaria,4 Secundaria,JORGE CHAVEZ,Rural,Femenino,Inicio,2022,SOLO LINEA BASE,SOLO 2023,Jorge Chavez,JORGE CHAVEZ4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
3593,79. Huancavelica,Secundaria,4 Secundaria,JORGE CHAVEZ,Rural,Masculino,Inicio,2022,SOLO LINEA BASE,SOLO 2023,Jorge Chavez,JORGE CHAVEZ4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
3594,79. Huancavelica,Secundaria,4 Secundaria,JORGE CHAVEZ,Rural,Masculino,Inicio,2022,SOLO LINEA BASE,SOLO 2023,Jorge Chavez,JORGE CHAVEZ4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
3595,79. Huancavelica,Secundaria,4 Secundaria,JORGE CHAVEZ,Rural,Femenino,Inicio,2022,SOLO LINEA BASE,SOLO 2023,Jorge Chavez,JORGE CHAVEZ4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
3596,79. Huancavelica,Secundaria,4 Secundaria,JORGE CHAVEZ,Rural,Femenino,Proceso,2022,SOLO LINEA BASE,SOLO 2023,Jorge Chavez,JORGE CHAVEZ4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
3597,79. Huancavelica,Secundaria,4 Secundaria,JORGE CHAVEZ,Rural,Masculino,Satisfactorio,2022,SOLO LINEA BASE,SOLO 2023,Jorge Chavez,JORGE CHAVEZ4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
3598,79. Huancavelica,Secundaria,4 Secundaria,JORGE CHAVEZ,Rural,Femenino,Proceso,2022,SOLO LINEA BASE,SOLO 2023,Jorge Chavez,JORGE CHAVEZ4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
3599,79. Huancavelica,Secundaria,4 Secundaria,JORGE CHAVEZ,Rural,Masculino,Inicio,2022,SOLO LINEA BASE,SOLO 2023,Jorge Chavez,JORGE CHAVEZ4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
3600,79. Huancavelica,Secundaria,4 Secundaria,JORGE CHAVEZ,Rural,Masculino,Inicio,2022,SOLO LINEA BASE,SOLO 2023,Jorge Chavez,JORGE CHAVEZ4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
3601,79. Huancavelica,Secundaria,4 Secundaria,JORGE CHAVEZ,Rural,Masculino,Inicio,2022,SOLO LINEA BASE,SOLO 2023,Jorge Chavez,JORGE CHAVEZ4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
3602,79. Huancavelica,Secundaria,4 Secundaria,JORGE CHAVEZ,Rural,Masculino,Proceso,2022,SOLO LINEA BASE,SOLO 2023,Jorge Chavez,JORGE CHAVEZ4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
3603,79. Huancavelica,Secundaria,4 Secundaria,JORGE CHAVEZ,Rural,Femenino,Inicio,2022,SOLO LINEA BASE,SOLO 2023,Jorge Chavez,JORGE CHAVEZ4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
3604,79. Huancavelica,Secundaria,4 Secundaria,JORGE CHAVEZ,Rural,Masculino,Inicio,2022,SOLO LINEA BASE,SOLO 2023,Jorge Chavez,JORGE CHAVEZ4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
3605,79. Huancavelica,Secundaria,4 Secundaria,JORGE CHAVEZ,Rural,Femenino,Proceso,2022,SOLO LINEA BASE,SOLO 2023,Jorge Chavez,JORGE CHAVEZ4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
3606,79. Huancavelica,Secundaria,4 Secundaria,JORGE CHAVEZ,Rural,Femenino,Proceso,2022,SOLO LINEA BASE,SOLO 2023,Jorge Chavez,JORGE CHAVEZ4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
3607,79. Huancavelica,Secundaria,4 Secundaria,JOSE CARLOS MARIATEGUI,Rural,Masculino,Proceso,2022,SOLO LINEA BASE,NO PARTICIPÓ,José Carlos Mariategui,JOSE CARLOS MARIATEGUI4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
3608,79. Huancavelica,Secundaria,4 Secundaria,JOSE CARLOS MARIATEGUI,Rural,Masculino,Inicio,2022,SOLO LINEA BASE,NO PARTICIPÓ,José Carlos Mariategui,JOSE CARLOS MARIATEGUI4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
3609,79. Huancavelica,Secundaria,4 Secundaria,JOSE CARLOS MARIATEGUI,Rural,Femenino,Proceso,2022,SOLO LINEA BASE,NO PARTICIPÓ,José Carlos Mariategui,JOSE CARLOS MARIATEGUI4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
3610,79. Huancavelica,Secundaria,4 Secundaria,JOSE CARLOS MARIATEGUI,Rural,Masculino,Proceso,2022,SOLO LINEA BASE,NO PARTICIPÓ,José Carlos Mariategui,JOSE CARLOS MARIATEGUI4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
3611,79. Huancavelica,Secundaria,4 Secundaria,JOSE CARLOS MARIATEGUI,Rural,Masculino,Inicio,2022,SOLO LINEA BASE,NO PARTICIPÓ,José Carlos Mariategui,JOSE CARLOS MARIATEGUI4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
3612,79. Huancavelica,Secundaria,4 Secundaria,JOSE CARLOS MARIATEGUI,Rural,Femenino,Satisfactorio,2022,SOLO LINEA BASE,NO PARTICIPÓ,José Carlos Mariategui,JOSE CARLOS MARIATEGUI4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
3613,79. Huancavelica,Secundaria,4 Secundaria,JOSE CARLOS MARIATEGUI,Rural,Masculino,Inicio,2022,SOLO LINEA BASE,NO PARTICIPÓ,José Carlos Mariategui,JOSE CARLOS MARIATEGUI4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
3614,79. Huancavelica,Secundaria,4 Secundaria,JOSE CARLOS MARIATEGUI,Rural,Femenino,Inicio,2022,SOLO LINEA BASE,NO PARTICIPÓ,José Carlos Mariategui,JOSE CARLOS MARIATEGUI4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
3615,79. Huancavelica,Secundaria,4 Secundaria,JOSE CARLOS MARIATEGUI,Rural,Femenino,Proceso,2022,SOLO LINEA BASE,NO PARTICIPÓ,José Carlos Mariategui,JOSE CARLOS MARIATEGUI4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
3616,79. Huancavelica,Secundaria,4 Secundaria,JOSE CARLOS MARIATEGUI,Rural,Masculino,Inicio,2022,SOLO LINEA BASE,NO PARTICIPÓ,José Carlos Mariategui,JOSE CARLOS MARIATEGUI4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
3617,79. Huancavelica,Secundaria,4 Secundaria,JOSE CARLOS MARIATEGUI,Rural,Femenino,Inicio,2022,SOLO LINEA BASE,NO PARTICIPÓ,José Carlos Mariategui,JOSE CARLOS MARIATEGUI4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
3618,79. Huancavelica,Secundaria,4 Secundaria,JOSE CARLOS MARIATEGUI,Rural,Femenino,Inicio,2022,SOLO LINEA BASE,NO PARTICIPÓ,José Carlos Mariategui,JOSE CARLOS MARIATEGUI4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
3619,79. Huancavelica,Secundaria,4 Secundaria,JOSE CARLOS MARIATEGUI,Rural,Femenino,Inicio,2022,SOLO LINEA BASE,NO PARTICIPÓ,José Carlos Mariategui,JOSE CARLOS MARIATEGUI4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
3620,79. Huancavelica,Secundaria,4 Secundaria,JOSE CARLOS MARIATEGUI,Rural,Masculino,Proceso,2022,SOLO LINEA BASE,NO PARTICIPÓ,José Carlos Mariategui,JOSE CARLOS MARIATEGUI4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
3621,79. Huancavelica,Secundaria,4 Secundaria,RAMON CASTILLA MARQUEZADO,Rural,Femenino,Inicio,2022,SOLO LINEA BASE,NO PARTICIPÓ,Ramón Castilla M.,RAMON CASTILLA MARQUEZADO4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
3622,79. Huancavelica,Secundaria,4 Secundaria,RAMON CASTILLA MARQUEZADO,Rural,Masculino,Inicio,2022,SOLO LINEA BASE,NO PARTICIPÓ,Ramón Castilla M.,RAMON CASTILLA MARQUEZADO4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
3623,79. Huancavelica,Secundaria,4 Secundaria,RAMON CASTILLA MARQUEZADO,Rural,Masculino,Proceso,2022,SOLO LINEA BASE,NO PARTICIPÓ,Ramón Castilla M.,RAMON CASTILLA MARQUEZADO4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
3624,79. Huancavelica,Secundaria,4 Secundaria,RAMON CASTILLA MARQUEZADO,Rural,Femenino,Proceso,2022,SOLO LINEA BASE,NO PARTICIPÓ,Ramón Castilla M.,RAMON CASTILLA MARQUEZADO4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
3625,79. Huancavelica,Secundaria,4 Secundaria,RAMON CASTILLA MARQUEZADO,Rural,Femenino,Proceso,2022,SOLO LINEA BASE,NO PARTICIPÓ,Ramón Castilla M.,RAMON CASTILLA MARQUEZADO4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
3626,79. Huancavelica,Secundaria,4 Secundaria,RAMON CASTILLA MARQUEZADO,Rural,Masculino,Inicio,2022,SOLO LINEA BASE,NO PARTICIPÓ,Ramón Castilla M.,RAMON CASTILLA MARQUEZADO4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
3627,79. Huancavelica,Secundaria,4 Secundaria,RAMON CASTILLA MARQUEZADO,Rural,Femenino,Proceso,2022,SOLO LINEA BASE,NO PARTICIPÓ,Ramón Castilla M.,RAMON CASTILLA MARQUEZADO4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
3628,79. Huancavelica,Primaria,6 Primaria,36166 HEROES 29 DE AGOSTO,Rural,Masculino,Inicio,2022,SOLO LINEA BASE,NO PARTICIPÓ,36166,36166 HEROES 29 DE AGOSTO6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
3629,79. Huancavelica,Primaria,6 Primaria,36166 HEROES 29 DE AGOSTO,Rural,Femenino,Proceso,2022,SOLO LINEA BASE,NO PARTICIPÓ,36166,36166 HEROES 29 DE AGOSTO6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
3630,79. Huancavelica,Primaria,6 Primaria,36166 HEROES 29 DE AGOSTO,Rural,Masculino,Proceso,2022,SOLO LINEA BASE,NO PARTICIPÓ,36166,36166 HEROES 29 DE AGOSTO6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
3631,79. Huancavelica,Primaria,6 Primaria,36166 HEROES 29 DE AGOSTO,Rural,Masculino,Proceso,2022,SOLO LINEA BASE,NO PARTICIPÓ,36166,36166 HEROES 29 DE AGOSTO6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
3632,79. Huancavelica,Primaria,6 Primaria,36166 HEROES 29 DE AGOSTO,Rural,Masculino,Proceso,2022,SOLO LINEA BASE,NO PARTICIPÓ,36166,36166 HEROES 29 DE AGOSTO6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
3633,79. Huancavelica,Primaria,6 Primaria,36166 HEROES 29 DE AGOSTO,Rural,Masculino,Proceso,2022,SOLO LINEA BASE,NO PARTICIPÓ,36166,36166 HEROES 29 DE AGOSTO6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
3634,79. Huancavelica,Primaria,6 Primaria,36166 HEROES 29 DE AGOSTO,Rural,Masculino,Proceso,2022,SOLO LINEA BASE,NO PARTICIPÓ,36166,36166 HEROES 29 DE AGOSTO6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
3635,79. Huancavelica,Primaria,6 Primaria,36166 HEROES 29 DE AGOSTO,Rural,Masculino,Proceso,2022,SOLO LINEA BASE,NO PARTICIPÓ,36166,36166 HEROES 29 DE AGOSTO6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
3636,79. Huancavelica,Primaria,6 Primaria,36166 HEROES 29 DE AGOSTO,Rural,Masculino,Proceso,2022,SOLO LINEA BASE,NO PARTICIPÓ,36166,36166 HEROES 29 DE AGOSTO6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
3637,79. Huancavelica,Primaria,6 Primaria,36207,Rural,Masculino,Proceso,2022,SOLO 2022 Y 2024,PADD 2023 Y 2024,36207,362076 Primaria,,,,,,,,,,,,,,,,,,,,,,,
3638,79. Huancavelica,Primaria,6 Primaria,36207,Rural,Femenino,Proceso,2022,SOLO 2022 Y 2024,PADD 2023 Y 2024,36207,362076 Primaria,,,,,,,,,,,,,,,,,,,,,,,
3639,79. Huancavelica,Primaria,6 Primaria,36207,Rural,Masculino,Proceso,2022,SOLO 2022 Y 2024,PADD 2023 Y 2024,36207,362076 Primaria,,,,,,,,,,,,,,,,,,,,,,,
3640,79. Huancavelica,Primaria,6 Primaria,36207,Rural,Femenino,Proceso,2022,SOLO 2022 Y 2024,PADD 2023 Y 2024,36207,362076 Primaria,,,,,,,,,,,,,,,,,,,,,,,
3641,79. Huancavelica,Primaria,6 Primaria,36207,Rural,Masculino,Proceso,2022,SOLO 2022 Y 2024,PADD 2023 Y 2024,36207,362076 Primaria,,,,,,,,,,,,,,,,,,,,,,,
3642,79. Huancavelica,Primaria,6 Primaria,36161 SAN VICENTE DE PAUL,Rural,Femenino,Satisfactorio,2022,SOLO LINEA BASE,NO PARTICIPÓ,36161,36161 SAN VICENTE DE PAUL6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
3643,79. Huancavelica,Primaria,6 Primaria,36161 SAN VICENTE DE PAUL,Rural,Femenino,Proceso,2022,SOLO LINEA BASE,NO PARTICIPÓ,36161,36161 SAN VICENTE DE PAUL6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
3644,79. Huancavelica,Primaria,6 Primaria,36161 SAN VICENTE DE PAUL,Rural,Femenino,Satisfactorio,2022,SOLO LINEA BASE,NO PARTICIPÓ,36161,36161 SAN VICENTE DE PAUL6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
1,79. Huancavelica,Secundaria,2 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
2,79. Huancavelica,Secundaria,2 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Masculino,Proceso,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
3,79. Huancavelica,Secundaria,2 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
4,79. Huancavelica,Secundaria,2 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
5,79. Huancavelica,Secundaria,2 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
6,79. Huancavelica,Secundaria,2 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Masculino,Proceso,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
7,79. Huancavelica,Secundaria,2 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
8,79. Huancavelica,Secundaria,2 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
9,79. Huancavelica,Secundaria,2 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
10,79. Huancavelica,Secundaria,2 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Masculino,Satisfactorio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
11,79. Huancavelica,Secundaria,2 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
12,79. Huancavelica,Secundaria,2 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
13,79. Huancavelica,Secundaria,2 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
14,79. Huancavelica,Secundaria,2 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
15,79. Huancavelica,Secundaria,2 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
16,79. Huancavelica,Secundaria,2 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
17,79. Huancavelica,Secundaria,2 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
18,79. Huancavelica,Secundaria,2 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
19,79. Huancavelica,Secundaria,2 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
20,79. Huancavelica,Secundaria,2 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
21,79. Huancavelica,Secundaria,2 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
22,79. Huancavelica,Secundaria,2 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
23,79. Huancavelica,Secundaria,2 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
24,79. Huancavelica,Secundaria,2 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
25,79. Huancavelica,Secundaria,2 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
26,79. Huancavelica,Secundaria,2 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
27,79. Huancavelica,Secundaria,2 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
28,79. Huancavelica,Secundaria,2 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
29,79. Huancavelica,Secundaria,2 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
30,79. Huancavelica,Secundaria,2 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
31,79. Huancavelica,Secundaria,2 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
32,79. Huancavelica,Secundaria,2 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
33,79. Huancavelica,Secundaria,2 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
34,79. Huancavelica,Secundaria,2 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
35,79. Huancavelica,Secundaria,2 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Masculino,Proceso,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
36,79. Huancavelica,Secundaria,2 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
37,79. Huancavelica,Secundaria,2 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
38,79. Huancavelica,Secundaria,2 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
